LOC128237006	uncharacterized LOC128237006
LOC128219879	uncharacterized LOC128219879
LOC128218838	uncharacterized LOC128218838
LOC128220684	uncharacterized LOC128220684
LOC128220076	uncharacterized LOC128220076
LOC128220491	uncharacterized LOC128220491
LOC128220624	retinal guanylyl cyclase 2-like
LOC128220079	uncharacterized LOC128220079
LOC128220084	putative nuclease HARBI1
LOC128220085	uncharacterized LOC128220085
LOC128219722	misshapen-like kinase 1
LOC128219726	uncharacterized LOC128219726
LOC128219720	interferon-induced very large GTPase 1-like
LOC128219724	uncharacterized LOC128219724
LOC128220086	integumentary mucin C.1-like
LOC128220087	uncharacterized LOC128220087
LOC128219723	uncharacterized LOC128219723
LOC128220089	very low-density lipoprotein receptor-like
LOC128220091	uncharacterized LOC128220091
LOC128220092	transcription intermediary factor 1-alpha-like
LOC128220093	nucleolin-like
LOC128218768	arylalkylamine N-acetyltransferase 1-like
LOC128220607	uncharacterized LOC128220607
LOC128220349	uncharacterized LOC128220349
LOC128220750	uncharacterized LOC128220750
LOC128219031	protein toll-like
LOC128219697	uncharacterized LOC128219697
LOC128219696	uncharacterized LOC128219696
LOC128219549	uncharacterized LOC128219549
LOC128219551	uncharacterized LOC128219551
LOC128219534	tubulin beta chain-like
LOC128219751	GRIP and coiled-coil domain-containing protein 2-like
LOC128220496	NF-kappa-B-activating protein-like
LOC128220497	uncharacterized LOC128220497
LOC128220495	uncharacterized LOC128220495
LOC128219583	uncharacterized LOC128219583
LOC128219584	activating signal cointegrator 1 complex subunit 1-like
LOC128220367	uncharacterized LOC128220367
LOC128220094	uncharacterized LOC128220094
LOC128220099	uncharacterized LOC128220099
LOC128220095	chymotrypsin-1-like
LOC128220570	uncharacterized LOC128220570
LOC128220096	uncharacterized LOC128220096
LOC128220097	uncharacterized LOC128220097
LOC128220098	fibrinogen-like protein A
LOC128220398	uncharacterized LOC128220398
LOC128220542	leucine-rich repeat and calponin homology domain-containing protein 2-like
LOC128220179	uncharacterized LOC128220179
LOC128220100	uncharacterized LOC128220100
LOC128220180	uncharacterized LOC128220180
LOC128219600	uncharacterized LOC128219600
LOC128220453	uncharacterized LOC128220453
LOC128218989	F-box/LRR-repeat protein 6-like
LOC128220726	uncharacterized LOC128220726
LOC128220103	alpha-(1%2C3)-fucosyltransferase C-like
LOC128220282	uncharacterized LOC128220282
LOC128219888	uncharacterized LOC128219888
LOC128219891	uncharacterized LOC128219891
LOC128219890	uncharacterized LOC128219890
LOC128219892	uncharacterized LOC128219892
LOC128219889	uncharacterized LOC128219889
LOC128220014	dehydrogenase/reductase SDR family member 12-like
LOC128220106	neuronal acetylcholine receptor subunit alpha-7-like
LOC128220111	acetylcholine receptor subunit beta-type unc-29-like
LOC128220112	neuronal acetylcholine receptor subunit beta-4-like
LOC128220708	neuronal acetylcholine receptor subunit alpha-7-like
LOC128220113	14-3-3 protein sigma-like
LOC128219905	WD repeat and FYVE domain-containing protein 2-like
LOC128219913	monocarboxylate transporter 12-like
LOC128219852	transcription factor Dp-1-like
LOC128219898	importin-5-like
LOC128219764	cAMP-dependent protein kinase catalytic subunit PRKX-like
LOC128218827	PCI domain-containing protein 2-like
LOC128220375	glutamate receptor ionotropic%2C kainate glr-3-like
LOC128220114	trafficking protein particle complex subunit 14-like
LOC128220220	uncharacterized LOC128220220
LOC128218721	monocarboxylate transporter 4-like
LOC128220618	somatostatin receptor type 1-like
LOC128219538	turripeptide Pal9.2-like
LOC128219570	uncharacterized LOC128219570
LOC128220116	dentin sialophosphoprotein-like
LOC128218985	serine protease inhibitor Cvsi-2-like
LOC128219537	uncharacterized LOC128219537
LOC128218852	uncharacterized LOC128218852
LOC128220620	splicing factor Cactin-like
LOC128220517	myosin essential light chain%2C striated adductor muscle-like
LOC128219253	uncharacterized LOC128219253
LOC128219251	neuropeptides capa receptor-like
LOC128220117	putative nuclease HARBI1
LOC128219252	uncharacterized LOC128219252
LOC128219254	uncharacterized LOC128219254
LOC128219528	uncharacterized LOC128219528
LOC128218972	uncharacterized LOC128218972
LOC128218722	uncharacterized LOC128218722
LOC128219881	zinc metalloproteinase nas-15-like
LOC128220031	uncharacterized LOC128220031
Trnae-uuc	transfer RNA glutamic acid (anticodon UUC)
Trnae-uuc	transfer RNA glutamic acid (anticodon UUC)
Trnae-uuc	transfer RNA glutamic acid (anticodon UUC)
Trnae-uuc	transfer RNA glutamic acid (anticodon UUC)
Trnae-uuc	transfer RNA glutamic acid (anticodon UUC)
Trnae-uuc	transfer RNA glutamic acid (anticodon UUC)
Trnae-uuc	transfer RNA glutamic acid (anticodon UUC)
Trnae-uuc	transfer RNA glutamic acid (anticodon UUC)
Trnae-uuc	transfer RNA glutamic acid (anticodon UUC)
LOC128218987	uncharacterized LOC128218987
Trnae-uuc	transfer RNA glutamic acid (anticodon UUC)
Trnae-uuc	transfer RNA glutamic acid (anticodon UUC)
LOC128220580	uncharacterized LOC128220580
Trnae-uuc	transfer RNA glutamic acid (anticodon UUC)
LOC128220467	uncharacterized LOC128220467
Trnae-uuc	transfer RNA glutamic acid (anticodon UUC)
Trnae-uuc	transfer RNA glutamic acid (anticodon UUC)
Trnae-uuc	transfer RNA glutamic acid (anticodon UUC)
Trnae-uuc	transfer RNA glutamic acid (anticodon UUC)
Trnae-uuc	transfer RNA glutamic acid (anticodon UUC)
LOC128220421	uncharacterized LOC128220421
Trnae-uuc	transfer RNA glutamic acid (anticodon UUC)
LOC128220348	BTB/POZ domain-containing protein 6-like
Trnak-uuu	transfer RNA lysine (anticodon UUU)
Trnak-uuu	transfer RNA lysine (anticodon UUU)
Trnak-uuu	transfer RNA lysine (anticodon UUU)
Trnak-uuu	transfer RNA lysine (anticodon UUU)
LOC128220783	zinc finger protein ZIC 4-like
LOC128220119	variant surface antigen F-like
LOC128220123	variant surface antigen F-like
LOC128218880	tubulin beta chain-like
LOC128218904	tubulin beta-4B chain-like
LOC128218971	tubulin beta chain-like
LOC128219686	diacylglycerol kinase delta-like
LOC128218886	uncharacterized LOC128218886
LOC128220124	uncharacterized LOC128220124
LOC128220405	uncharacterized LOC128220405
LOC128219847	guanine nucleotide exchange factor DBS-like
LOC128218960	DNA polymerase delta subunit 3-like
LOC128220615	uncharacterized LOC128220615
LOC128219568	uncharacterized LOC128219568
LOC128220494	phospholipid scramblase 1-like
LOC128218711	uncharacterized LOC128218711
LOC128220125	uncharacterized LOC128220125
LOC128220459	acetylcholine receptor subunit beta-like
LOC128220077	receptor for retinol uptake stra6-like
LOC128220127	acetylcholine receptor subunit beta-like
LOC128220128	stimulated by retinoic acid gene 6 protein-like
LOC128220362	zinc finger E-box-binding homeobox 1-like
LOC128219865	mediator of RNA polymerase II transcription subunit 12-like protein
LOC128220374	zinc finger protein 181-like
Trnag-gcc	transfer RNA glycine (anticodon GCC)
LOC128219681	uncharacterized LOC128219681
LOC128220131	aspartate and serine-rich protein-like
LOC128219682	apidaecins type 73-like
LOC128219684	uncharacterized LOC128219684
LOC128220738	A disintegrin and metalloproteinase with thrombospondin motifs 18-like
LOC128220741	uncharacterized LOC128220741
LOC128220740	uncharacterized LOC128220740
LOC128218951	uncharacterized LOC128218951
LOC128220132	uncharacterized LOC128220132
LOC128220394	A disintegrin and metalloproteinase with thrombospondin motifs 18-like
LOC128219824	A disintegrin and metalloproteinase with thrombospondin motifs 1-like
LOC128220133	coagulation factor V-like
LOC128220138	uncharacterized LOC128220138
LOC128219564	uncharacterized LOC128219564
LOC128218938	uncharacterized LOC128218938
LOC128218732	uncharacterized LOC128218732
LOC128218731	uncharacterized LOC128218731
LOC128218730	uncharacterized LOC128218730
LOC128220139	uncharacterized LOC128220139
LOC128220140	uncharacterized LOC128220140
LOC128218792	uncharacterized LOC128218792
LOC128218791	uncharacterized LOC128218791
LOC128218793	uncharacterized LOC128218793
LOC128220426	tripartite motif-containing protein 45-like
LOC128220149	uncharacterized LOC128220149
LOC128220022	uncharacterized LOC128220022
LOC128220025	tyrosine-protein kinase SRK3-like
LOC128220648	E3 ubiquitin-protein ligase RNF13-like
LOC128218899	ATP-binding cassette sub-family C member 4-like
LOC128219882	integral membrane protein GPR180-like
LOC128219883	uncharacterized LOC128219883
LOC128219884	uncharacterized LOC128219884
LOC128220443	acetylcholinesterase-like
LOC128220150	uncharacterized LOC128220150
LOC128220151	uro-adherence factor A-like
LOC128220152	uncharacterized LOC128220152
LOC128220682	cell division cycle protein 16 homolog
LOC128218900	A-kinase anchor protein 14-like
LOC128220766	sperm axonemal maintenance protein CFAP97D1-like
LOC128220153	C1q-related factor-like
LOC128218812	ryncolin-1-like
LOC128219693	2'-5'-oligoadenylate synthase 2-like
LOC128219694	uncharacterized LOC128219694
LOC128218835	uncharacterized LOC128218835
LOC128218834	2'-5'-oligoadenylate synthase 3-like
LOC128220155	2'-5'-oligoadenylate synthase 3-like
LOC128219989	rho GTPase-activating protein 190-like
LOC128219628	probable ubiquitin carboxyl-terminal hydrolase FAF-X
LOC128218871	tubulin beta chain-like
LOC128218763	uncharacterized LOC128218763
LOC128220216	major facilitator superfamily domain-containing protein 1-like
LOC128220757	alpha-mannosidase 2x-like
LOC128220157	putative nuclease HARBI1
LOC128220743	uncharacterized LOC128220743
LOC128220158	carbohydrate sulfotransferase 9-like
LOC128220159	uncharacterized LOC128220159
LOC128220165	opsin-5-like
LOC128220777	uncharacterized LOC128220777
LOC128220533	beta carbonic anhydrase 1-like
LOC128219992	low-density lipoprotein receptor-related protein 4-like
LOC128218961	4'-phosphopantetheine phosphatase-like
LOC128218962	uncharacterized LOC128218962
LOC128218777	uncharacterized LOC128218777
LOC128220167	uncharacterized LOC128220167
LOC128220168	uncharacterized LOC128220168
LOC128220169	ATP-binding cassette sub-family C member 4-like
LOC128220451	E3 ubiquitin-protein ligase RNF13-like
LOC128220163	uncharacterized LOC128220163
LOC128219940	uncharacterized LOC128219940
LOC128220170	uncharacterized LOC128220170
LOC128219580	tripartite motif-containing protein 45-like
LOC128220171	uncharacterized LOC128220171
LOC128220172	heat shock 70 kDa protein 12A-like
LOC128220364	heat shock 70 kDa protein 12A-like
LOC128220176	uncharacterized LOC128220176
LOC128220177	somatostatin receptor type 4-like
LOC128220178	G2/M phase-specific E3 ubiquitin-protein ligase-like
LOC128220181	putative nuclease HARBI1
LOC128220185	rhodopsin-like
LOC128220791	uncharacterized LOC128220791
LOC128219715	scavenger receptor class F member 1-like
LOC128219716	uncharacterized LOC128219716
LOC128219711	uncharacterized LOC128219711
LOC128219712	uncharacterized LOC128219712
LOC128220189	uncharacterized LOC128220189
LOC128220191	uncharacterized LOC128220191
LOC128219713	scavenger receptor class F member 1-like
LOC128219714	cell death abnormality protein 1-like
LOC128220192	scavenger receptor class F member 2-like
Trnaq-cug	transfer RNA glutamine (anticodon CUG)
LOC128218995	multiple epidermal growth factor-like domains protein 10
LOC128220195	rhodopsin-like
LOC128219680	phospholipid-transporting ATPase IF-like
LOC128219782	ankyrin repeat%2C PH and SEC7 domain containing protein secG-like
LOC128219783	potassium voltage-gated channel protein Shaw-like
LOC128220649	uncharacterized LOC128220649
LOC128220196	uncharacterized LOC128220196
LOC128218717	serine protease inhibitor Cvsi-2-like
LOC128218902	serine protease inhibitor Cvsi-2-like
LOC128219098	lysosome-associated membrane glycoprotein 2-like
LOC128219099	uncharacterized protein K02A2.6-like
LOC128219608	lysosome-associated membrane glycoprotein 1-like
LOC128219100	uncharacterized LOC128219100
Trnal-uaa	transfer RNA leucine (anticodon UAA)
LOC128219792	uncharacterized LOC128219792
Trnal-uaa	transfer RNA leucine (anticodon UAA)
Trnal-uaa	transfer RNA leucine (anticodon UAA)
Trnal-uaa	transfer RNA leucine (anticodon UAA)
Trnal-uaa	transfer RNA leucine (anticodon UAA)
Trnal-uaa	transfer RNA leucine (anticodon UAA)
Trnal-uaa	transfer RNA leucine (anticodon UAA)
Trnal-uaa	transfer RNA leucine (anticodon UAA)
Trnal-uaa	transfer RNA leucine (anticodon UAA)
Trnal-uaa	transfer RNA leucine (anticodon UAA)
Trnal-uaa	transfer RNA leucine (anticodon UAA)
Trnal-uaa	transfer RNA leucine (anticodon UAA)
LOC128220768	uncharacterized LOC128220768
LOC128220767	uncharacterized LOC128220767
LOC128219981	uncharacterized LOC128219981
Trnas-cga	transfer RNA serine (anticodon CGA)
Trnas-uga	transfer RNA serine (anticodon UGA)
Trnas-cga	transfer RNA serine (anticodon CGA)
Trnas-uga	transfer RNA serine (anticodon UGA)
Trnas-uga	transfer RNA serine (anticodon UGA)
Trnas-cga	transfer RNA serine (anticodon CGA)
Trnas-uga	transfer RNA serine (anticodon UGA)
Trnas-cga	transfer RNA serine (anticodon CGA)
Trnas-uga	transfer RNA serine (anticodon UGA)
Trnas-uga	transfer RNA serine (anticodon UGA)
Trnas-cga	transfer RNA serine (anticodon CGA)
Trnas-uga	transfer RNA serine (anticodon UGA)
Trnas-cga	transfer RNA serine (anticodon CGA)
Trnas-uga	transfer RNA serine (anticodon UGA)
Trnas-cga	transfer RNA serine (anticodon CGA)
Trnas-uga	transfer RNA serine (anticodon UGA)
Trnas-cga	transfer RNA serine (anticodon CGA)
Trnas-uga	transfer RNA serine (anticodon UGA)
Trnas-cga	transfer RNA serine (anticodon CGA)
Trnas-uga	transfer RNA serine (anticodon UGA)
Trnas-cga	transfer RNA serine (anticodon CGA)
Trnas-uga	transfer RNA serine (anticodon UGA)
Trnas-cga	transfer RNA serine (anticodon CGA)
Trnas-uga	transfer RNA serine (anticodon UGA)
Trnas-cga	transfer RNA serine (anticodon CGA)
Trnas-uga	transfer RNA serine (anticodon UGA)
Trnas-cga	transfer RNA serine (anticodon CGA)
Trnas-uga	transfer RNA serine (anticodon UGA)
Trnas-uga	transfer RNA serine (anticodon UGA)
Trnas-cga	transfer RNA serine (anticodon CGA)
Trnas-uga	transfer RNA serine (anticodon UGA)
Trnas-uga	transfer RNA serine (anticodon UGA)
Trnas-uga	transfer RNA serine (anticodon UGA)
Trnas-uga	transfer RNA serine (anticodon UGA)
Trnas-gga	transfer RNA serine (anticodon GGA)
Trnas-uga	transfer RNA serine (anticodon UGA)
Trnas-cga	transfer RNA serine (anticodon CGA)
LOC128220226	uncharacterized LOC128220226
LOC128220365	uncharacterized LOC128220365
LOC128219533	uncharacterized LOC128219533
LOC128220432	uncharacterized LOC128220432
LOC128220434	uncharacterized LOC128220434
LOC128220433	uncharacterized LOC128220433
LOC128220431	uncharacterized LOC128220431
LOC128219101	calcium-activated chloride channel regulator 4-like
LOC128219936	calcium-activated chloride channel regulator 4A-like
LOC128219937	uncharacterized LOC128219937
LOC128219102	calcium-activated chloride channel regulator 4-like
LOC128219103	calcium-activated chloride channel regulator 2-like
LOC128219735	glycerophosphodiester phosphodiesterase domain-containing protein 5-like
LOC128219736	lysyl oxidase homolog 2-like
LOC128219104	psychosine receptor-like
LOC128220018	ER membrane protein complex subunit 5-like
LOC128218691	carbohydrate sulfotransferase 15-like
LOC128218692	uncharacterized LOC128218692
LOC128220361	uncharacterized LOC128220361
LOC128220514	carbohydrate sulfotransferase 15-like
LOC128220516	caveolin-1-like
LOC128219105	uncharacterized LOC128219105
LOC128220428	carbohydrate sulfotransferase 15-like
LOC128220430	caveolin-1-like
LOC128218718	uncharacterized LOC128218718
LOC128220333	uncharacterized LOC128220333
LOC128220508	uncharacterized LOC128220508
LOC128219107	uncharacterized LOC128219107
LOC128218787	telomerase Cajal body protein 1-like
LOC128219845	calpain-5-like
LOC128219108	uncharacterized protein K02A2.6-like
LOC128218967	uncharacterized LOC128218967
